"ICD9Code","ICD9Description","Comorbidity"
"800.09","CLOSED FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.10","CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"800.11","CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.12","CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF","TBI"
"800.13","CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"800.14","CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"800.15","CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"800.16","CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"800.19","CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.20","CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"800.21","CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.22","CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"800.23","CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH MODERATE (1-24 HOURS)","TBI"
"800.24","CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"800.25","CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"800.26","CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"800.29","CLOSED FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.30","CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"800.31","CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.32","CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR) LOSS","TBI"
"800.33","CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS","TBI"
"800.34","CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"800.35","CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"800.36","CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"800.39","CLOSED FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.40","CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE OF CONSCIOUSNESS","TBI"
"800.41","CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.42","CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"800.43","CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH MODERATE (1-24 HOURS)","TBI"
"800.44","CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"800.45","CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"800.46","CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS OF CONSCIOUSNESS","TBI"
"800.49","CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.50","OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"800.51","OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.52","OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF CONSCIOUSNESS","TBI"
"800.53","OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"800.54","OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"800.55","OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"800.56","OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"800.59","OPEN FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.60","OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"800.61","OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.62","OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF","TBI"
"800.63","OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"800.64","OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"800.65","OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"800.66","OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"800.69","OPEN FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.70","OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"800.71","OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.72","OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"800.73","OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"800.74","OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"800.75","OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"800.76","OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"800.79","OPEN FRACTURE OF VAULT OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.80","OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"800.81","OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.82","OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR) LOSS","TBI"
"800.83","OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"800.84","OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"800.85","OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"800.86","OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"800.89","OPEN FRACTURE OF VAULT OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"800.90","OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE OF CONSCIOUSNESS","TBI"
"800.91","OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"800.92","OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"800.93","OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH MODERATE (1-24 HOURS)","TBI"
"800.94","OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"800.95","OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"800.96","OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"800.99","OPEN FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.00","CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRA- CRANIAL INJURY, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"801.01","CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRA- CRANIAL INJURY, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.02","CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRA- CRANIAL INJURY, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF","TBI"
"801.03","CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRA- CRANIAL INJURY, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"801.04","CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRA- CRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"801.05","CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRA- CRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"801.06","CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRA- CRANIAL INJURY, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED","TBI"
"801.09","CLOSED FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRA- CRANIAL INJURY, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.10","CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"801.11","CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.12","CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF","TBI"
"801.13","CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"801.14","CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"801.15","CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"801.16","CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"801.19","CLOSED FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.20","CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"801.21","CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.22","CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"801.23","CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH MODERATE (1-24 HOURS)","TBI"
"801.24","CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"801.25","CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"801.26","CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"801.29","CLOSED FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.30","CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"801.31","CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.32","CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR) LOSS","TBI"
"801.33","CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"801.34","CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"801.35","CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"801.36","CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"801.39","CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.40","CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE OF CONSCIOUSNESS","TBI"
"801.41","CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.42","CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"801.43","CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH MODERATE (1-24 HOURS)","TBI"
"801.44","CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"801.45","CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"801.46","CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"801.49","CLOSED FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.50","OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"801.51","OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.52","OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF CONSCIOUSNESS","TBI"
"801.53","OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"801.54","OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF CONSCIOUS-","TBI"
"801.55","OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF CONSCIOUS-","TBI"
"801.56","OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"801.59","OPEN FRACTURE OF BASE OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.60","OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF CONSCIOUSNESS UNSPECIFIED","TBI"
"801.61","OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.62","OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH BRIEF (LESS THAN ONE HOUR) LOSS OF","TBI"
"801.63","OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH MODERATE (1-24 HOURS) LOSS OF CONSCIOUSNESS","TBI"
"801.64","OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"801.65","OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH PROLONGED (MORE THAN 24 HOURS) LOSS OF","TBI"
"801.66","OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION","TBI"
"801.69","OPEN FRACTURE OF BASE OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.70","OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"801.71","OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.72","OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"801.73","OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"801.74","OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"801.75","OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"801.76","OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"801.79","OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.80","OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS","TBI"
"801.81","OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.82","OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"801.83","OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH MODERATE (1-24 HOURS) LOSS OF","TBI"
"801.84","OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"801.85","OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH PROLONGED (MORE THAN 24 HOURS)","TBI"
"801.86","OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"801.89","OPEN FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH CONCUSSION, UNSPECIFIED","TBI"
"801.90","OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH STATE OF CONSCIOUSNESS","TBI"
"801.91","OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH NO LOSS OF CONSCIOUSNESS","TBI"
"801.92","OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH BRIEF (LESS THAN ONE HOUR)","TBI"
"801.93","OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH MODERATE (1-24 HOURS) LOSS","TBI"
"801.94","OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"801.95","OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED (MORE THAN 24","TBI"
"801.96","OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH LOSS OF CONSCIOUSNESS OF","TBI"
"801.99","OPEN FRACTURE OF BASE OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH CONCUSSION, UNSPECIFIED","TBI"
